"Work Item Type","Title","Description","State","Area Path","Iteration Path","Priority","Tags"
"Task","test/ab-id-validar-e-documentar-adicionar-arquivo-github-codeowners","Titulo original: Validar e documentar - Adicionar arquivo. github/CODEOWNERS. Parent Story: Adicionar arquivo .github/CODEOWNERS. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-adicionar-arquivo-github-codeowners' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-adicionar-json-ld-por-projeto-para-rich-results","Titulo original: Planejar - Adicionar JSON-LD por projeto para rich results. Parent Story: Adicionar JSON-LD por projeto para rich results. Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-adicionar-json-ld-por-projeto-para-rich-results' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","feature/ab-id-implementar-adicionar-json-ld-por-projeto-para-rich-results","Titulo original: Implementar - Adicionar JSON-LD por projeto para rich results. Parent Story: Adicionar JSON-LD por projeto para rich results. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'feature/ab-id-implementar-adicionar-json-ld-por-projeto-para-rich-results' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-adicionar-json-ld-por-projeto-para-rich-results","Titulo original: Validar e documentar - Adicionar JSON-LD por projeto para rich results. Parent Story: Adicionar JSON-LD por projeto para rich results. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-adicionar-json-ld-por-projeto-para-rich-results' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-criar-contributing-md-para-onboarding","Titulo original: Planejar - Criar CONTRIBUTING. md para onboarding. Parent Story: Criar CONTRIBUTING.md para onboarding. Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-criar-contributing-md-para-onboarding' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","docs/ab-id-implementar-criar-contributing-md-para-onboarding","Titulo original: Implementar - Criar CONTRIBUTING. md para onboarding. Parent Story: Criar CONTRIBUTING.md para onboarding. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'docs/ab-id-implementar-criar-contributing-md-para-onboarding' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-criar-contributing-md-para-onboarding","Titulo original: Validar e documentar - Criar CONTRIBUTING. md para onboarding. Parent Story: Criar CONTRIBUTING.md para onboarding. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-criar-contributing-md-para-onboarding' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-automatizar-changelog-e-versionamento-semantico","Titulo original: Planejar - Automatizar changelog e versionamento semantico. Parent Story: Automatizar changelog e versionamento semantico. Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-automatizar-changelog-e-versionamento-semantico' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 3","3","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-implementar-automatizar-changelog-e-versionamento-semantico","Titulo original: Implementar - Automatizar changelog e versionamento semantico. Parent Story: Automatizar changelog e versionamento semantico. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'chore/ab-id-implementar-automatizar-changelog-e-versionamento-semantico' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 3","3","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-automatizar-changelog-e-versionamento-semantico","Titulo original: Validar e documentar - Automatizar changelog e versionamento semantico. Parent Story: Automatizar changelog e versionamento semantico. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-automatizar-changelog-e-versionamento-semantico' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 3","3","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
