"Work Item Type","Title 1","Title 2","Description","Acceptance Criteria","State","Area Path","Iteration Path","Priority","Tags"
"User Story","perf/ab-id-conectar-usewebvitals-a-endpoint-de-coleta","","Objetivo: coletar metricas Web Vitals em backend para monitoramento continuo
Escopo: endpoint e envio dos dados
Branch padrao: perf/ab-id-conectar-usewebvitals-a-endpoint-de-coleta
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","1) Hook useWebVitals envia metricas para endpoint configurado.
2) Endpoint recebe e persiste/loga dados.
3) Falhas de envio nao quebram UX.
4) Documentacao de consulta das metricas criada.
5) Branch criada a partir de `develop` no padrao `perf/ab-id-conectar-usewebvitals-a-endpoint-de-coleta` (substituir `ab-id` pelo numero real).
6) Commits no padrao `tipo(escopo): descricao AB#<ID>`.
7) PR para `develop` com secoes Markdown:
- `Contexto`
- `O que foi feito`
- `Impacto`
- `Testes realizados`
- `Como validar`
- `Checklist`","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:roadmap;phase:30-60d;area:observability;priority:media;workflow:gitflow;workflow:conventional-commits"
"Task","","chore/ab-id-planejar-conectar-usewebvitals-a-endpoint-de-coleta","Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao
Contexto: Conectar useWebVitals a endpoint de coleta
Branch padrao: chore/ab-id-planejar-conectar-usewebvitals-a-endpoint-de-coleta
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","","perf/ab-id-implementar-conectar-usewebvitals-a-endpoint-de-coleta","Objetivo: implementar a solucao tecnica conforme escopo aprovado da story
Contexto: Conectar useWebVitals a endpoint de coleta
Branch padrao: perf/ab-id-implementar-conectar-usewebvitals-a-endpoint-de-coleta
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","","test/ab-id-validar-e-documentar-conectar-usewebvitals-a-endpoint-de-coleta","Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria
Contexto: Conectar useWebVitals a endpoint de coleta
Branch padrao: test/ab-id-validar-e-documentar-conectar-usewebvitals-a-endpoint-de-coleta
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"User Story","perf/ab-id-definir-bundle-size-budget-no-ci","","Objetivo: controlar crescimento de bundle e evitar perda de performance
Escopo: ferramenta de budget e limite por bundle principal
Branch padrao: perf/ab-id-definir-bundle-size-budget-no-ci
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","1) Ferramenta de budget configurada no CI.
2) Limites por bundle definidos com baseline atual.
3) Pipeline alerta/falha ao ultrapassar limite.
4) Processo de atualizacao de baseline documentado.
5) Branch criada a partir de `develop` no padrao `perf/ab-id-definir-bundle-size-budget-no-ci` (substituir `ab-id` pelo numero real).
6) Commits no padrao `tipo(escopo): descricao AB#<ID>`.
7) PR para `develop` com secoes Markdown:
- `Contexto`
- `O que foi feito`
- `Impacto`
- `Testes realizados`
- `Como validar`
- `Checklist`","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:excalidraw;phase:30-60d;area:performance;priority:media;workflow:gitflow;workflow:conventional-commits"
"Task","","chore/ab-id-planejar-definir-bundle-size-budget-no-ci","Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao
Contexto: Definir bundle size budget no CI
Branch padrao: chore/ab-id-planejar-definir-bundle-size-budget-no-ci
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","","perf/ab-id-implementar-definir-bundle-size-budget-no-ci","Objetivo: implementar a solucao tecnica conforme escopo aprovado da story
Contexto: Definir bundle size budget no CI
Branch padrao: perf/ab-id-implementar-definir-bundle-size-budget-no-ci
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","","test/ab-id-validar-e-documentar-definir-bundle-size-budget-no-ci","Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria
Contexto: Definir bundle size budget no CI
Branch padrao: test/ab-id-validar-e-documentar-definir-bundle-size-budget-no-ci
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"User Story","feature/ab-id-implementar-formulario-de-contato-com-validacao","","Objetivo: oferecer alternativa ao contato exclusivo por WhatsApp
Escopo: formulario, validacao e envio
Branch padrao: feature/ab-id-implementar-formulario-de-contato-com-validacao
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","1) Formulario funcional com campos obrigatorios.
2) Validacao client-side e mensagens de erro claras.
3) Envio concluido com feedback de sucesso/erro.
4) Evento de conversao registrado.
5) Branch criada a partir de `develop` no padrao `feature/ab-id-implementar-formulario-de-contato-com-validacao` (substituir `ab-id` pelo numero real).
6) Commits no padrao `tipo(escopo): descricao AB#<ID>`.
7) PR para `develop` com secoes Markdown:
- `Contexto`
- `O que foi feito`
- `Impacto`
- `Testes realizados`
- `Como validar`
- `Checklist`","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:roadmap;phase:30-60d;area:product;priority:media;workflow:gitflow;workflow:conventional-commits"
"Task","","chore/ab-id-planejar-implementar-formulario-de-contato-com-validacao","Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao
Contexto: Implementar formulario de contato com validacao
Branch padrao: chore/ab-id-planejar-implementar-formulario-de-contato-com-validacao
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","","feature/ab-id-implementar-implementar-formulario-de-contato-com-validacao","Objetivo: implementar a solucao tecnica conforme escopo aprovado da story
Contexto: Implementar formulario de contato com validacao
Branch padrao: feature/ab-id-implementar-implementar-formulario-de-contato-com-validacao
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","","test/ab-id-validar-e-documentar-implementar-formulario-de-contato-com-validacao","Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria
Contexto: Implementar formulario de contato com validacao
Branch padrao: test/ab-id-validar-e-documentar-implementar-formulario-de-contato-com-validacao
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"User Story","feature/ab-id-configurar-pwa-manifest-e-install-prompt","","Objetivo: habilitar experiencia PWA basica para instalacao do site
Escopo: Implementacao, validacao e documentacao da entrega.
Branch padrao: feature/ab-id-configurar-pwa-manifest-e-install-prompt
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","1) Manifest completo e valido publicado.
2) Service worker configurado conforme estrategia definida.
3) Install prompt disponivel em navegadores suportados.
4) Auditoria Lighthouse PWA sem erros criticos.
5) Branch criada a partir de `develop` no padrao `feature/ab-id-configurar-pwa-manifest-e-install-prompt` (substituir `ab-id` pelo numero real).
6) Commits no padrao `tipo(escopo): descricao AB#<ID>`.
7) PR para `develop` com secoes Markdown:
- `Contexto`
- `O que foi feito`
- `Impacto`
- `Testes realizados`
- `Como validar`
- `Checklist`","New","mandure-servicos","mandure-servicos\Iteration 2","3","source:roadmap;phase:30-60d;area:product;priority:baixa;workflow:gitflow;workflow:conventional-commits"
"Task","","chore/ab-id-planejar-configurar-pwa-manifest-e-install-prompt","Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao
Contexto: Configurar PWA (manifest e install prompt)
Branch padrao: chore/ab-id-planejar-configurar-pwa-manifest-e-install-prompt
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 2","3","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","","feature/ab-id-implementar-configurar-pwa-manifest-e-install-prompt","Objetivo: implementar a solucao tecnica conforme escopo aprovado da story
Contexto: Configurar PWA (manifest e install prompt)
Branch padrao: feature/ab-id-implementar-configurar-pwa-manifest-e-install-prompt
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 2","3","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","","test/ab-id-validar-e-documentar-configurar-pwa-manifest-e-install-prompt","Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria
Contexto: Configurar PWA (manifest e install prompt)
Branch padrao: test/ab-id-validar-e-documentar-configurar-pwa-manifest-e-install-prompt
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 2","3","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"User Story","chore/ab-id-adicionar-arquivo-github-codeowners","","Objetivo: definir revisores automaticos por pasta/area
Escopo: mapear ownership tecnico e aplicar regras iniciais
Branch padrao: chore/ab-id-adicionar-arquivo-github-codeowners
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","1) Arquivo .github/CODEOWNERS criado com donos por diretorio.
2) PR em pasta mapeada solicita review automaticamente.
3) Donos definidos e confirmados com o time.
4) Regras documentadas em CONTRIBUTING.
5) Branch criada a partir de `develop` no padrao `chore/ab-id-adicionar-arquivo-github-codeowners` (substituir `ab-id` pelo numero real).
6) Commits no padrao `tipo(escopo): descricao AB#<ID>`.
7) PR para `develop` com secoes Markdown:
- `Contexto`
- `O que foi feito`
- `Impacto`
- `Testes realizados`
- `Como validar`
- `Checklist`","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:excalidraw;phase:60-90d;area:governance;priority:media;workflow:gitflow;workflow:conventional-commits"
"Task","","chore/ab-id-planejar-adicionar-arquivo-github-codeowners","Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao
Contexto: Adicionar arquivo
Branch padrao: chore/ab-id-planejar-adicionar-arquivo-github-codeowners
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","","chore/ab-id-implementar-adicionar-arquivo-github-codeowners","Objetivo: implementar a solucao tecnica conforme escopo aprovado da story
Contexto: Adicionar arquivo
Branch padrao: chore/ab-id-implementar-adicionar-arquivo-github-codeowners
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","","test/ab-id-validar-e-documentar-adicionar-arquivo-github-codeowners","Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria
Contexto: Adicionar arquivo
Branch padrao: test/ab-id-validar-e-documentar-adicionar-arquivo-github-codeowners
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"User Story","feature/ab-id-adicionar-json-ld-por-projeto-para-rich-results","","Objetivo: melhorar SEO com dados estruturados por projeto do portfolio
Escopo: schema por item e validacao
Branch padrao: feature/ab-id-adicionar-json-ld-por-projeto-para-rich-results
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","1) Cada pagina/projeto relevante expoe JSON-LD valido.
2) Marcacao segue schema.org apropriado.
3) Validacao em ferramenta de rich results sem erros criticos.
4) Estrutura reutilizavel centralizada em utilitario.
5) Branch criada a partir de `develop` no padrao `feature/ab-id-adicionar-json-ld-por-projeto-para-rich-results` (substituir `ab-id` pelo numero real).
6) Commits no padrao `tipo(escopo): descricao AB#<ID>`.
7) PR para `develop` com secoes Markdown:
- `Contexto`
- `O que foi feito`
- `Impacto`
- `Testes realizados`
- `Como validar`
- `Checklist`","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:excalidraw;phase:60-90d;area:seo;priority:media;workflow:gitflow;workflow:conventional-commits"
"Task","","chore/ab-id-planejar-adicionar-json-ld-por-projeto-para-rich-results","Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao
Contexto: Adicionar JSON-LD por projeto para rich results
Branch padrao: chore/ab-id-planejar-adicionar-json-ld-por-projeto-para-rich-results
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","","feature/ab-id-implementar-adicionar-json-ld-por-projeto-para-rich-results","Objetivo: implementar a solucao tecnica conforme escopo aprovado da story
Contexto: Adicionar JSON-LD por projeto para rich results
Branch padrao: feature/ab-id-implementar-adicionar-json-ld-por-projeto-para-rich-results
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","","test/ab-id-validar-e-documentar-adicionar-json-ld-por-projeto-para-rich-results","Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria
Contexto: Adicionar JSON-LD por projeto para rich results
Branch padrao: test/ab-id-validar-e-documentar-adicionar-json-ld-por-projeto-para-rich-results
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"User Story","docs/ab-id-criar-contributing-md-para-onboarding","","Objetivo: reduzir atrito de entrada para contribuidores novos
Escopo: setup, padroes de branch/commit e fluxo de PR
Branch padrao: docs/ab-id-criar-contributing-md-para-onboarding
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","1) CONTRIBUTING.md criado na raiz.
2) Documento cobre setup local, comandos e padrao de commit.
3) Fluxo de branch e PR descrito de ponta a ponta.
4) Link adicionado no README.
5) Branch criada a partir de `develop` no padrao `docs/ab-id-criar-contributing-md-para-onboarding` (substituir `ab-id` pelo numero real).
6) Commits no padrao `tipo(escopo): descricao AB#<ID>`.
7) PR para `develop` com secoes Markdown:
- `Contexto`
- `O que foi feito`
- `Impacto`
- `Testes realizados`
- `Como validar`
- `Checklist`","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:excalidraw;phase:60-90d;area:docs;priority:media;workflow:gitflow;workflow:conventional-commits"
"Task","","chore/ab-id-planejar-criar-contributing-md-para-onboarding","Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao
Contexto: Criar CONTRIBUTING
Branch padrao: chore/ab-id-planejar-criar-contributing-md-para-onboarding
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","","docs/ab-id-implementar-criar-contributing-md-para-onboarding","Objetivo: implementar a solucao tecnica conforme escopo aprovado da story
Contexto: Criar CONTRIBUTING
Branch padrao: docs/ab-id-implementar-criar-contributing-md-para-onboarding
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","","test/ab-id-validar-e-documentar-criar-contributing-md-para-onboarding","Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria
Contexto: Criar CONTRIBUTING
Branch padrao: test/ab-id-validar-e-documentar-criar-contributing-md-para-onboarding
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"User Story","chore/ab-id-automatizar-changelog-e-versionamento-semantico","","Objetivo: automatizar release notes e bump de versao
Escopo: conventional commits + processo de release
Branch padrao: chore/ab-id-automatizar-changelog-e-versionamento-semantico
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","1) Estrategia de conventional commits definida.
2) Ferramenta de changelog/versionamento configurada.
3) Processo de release gera changelog automaticamente.
4) Passos de rollback e hotfix documentados.
5) Branch criada a partir de `develop` no padrao `chore/ab-id-automatizar-changelog-e-versionamento-semantico` (substituir `ab-id` pelo numero real).
6) Commits no padrao `tipo(escopo): descricao AB#<ID>`.
7) PR para `develop` com secoes Markdown:
- `Contexto`
- `O que foi feito`
- `Impacto`
- `Testes realizados`
- `Como validar`
- `Checklist`","New","mandure-servicos","mandure-servicos\Iteration 3","3","source:excalidraw;phase:60-90d;area:release;priority:baixa;workflow:gitflow;workflow:conventional-commits"
"Task","","chore/ab-id-planejar-automatizar-changelog-e-versionamento-semantico","Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao
Contexto: Automatizar changelog e versionamento semantico
Branch padrao: chore/ab-id-planejar-automatizar-changelog-e-versionamento-semantico
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 3","3","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","","chore/ab-id-implementar-automatizar-changelog-e-versionamento-semantico","Objetivo: implementar a solucao tecnica conforme escopo aprovado da story
Contexto: Automatizar changelog e versionamento semantico
Branch padrao: chore/ab-id-implementar-automatizar-changelog-e-versionamento-semantico
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 3","3","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","","test/ab-id-validar-e-documentar-automatizar-changelog-e-versionamento-semantico","Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria
Contexto: Automatizar changelog e versionamento semantico
Branch padrao: test/ab-id-validar-e-documentar-automatizar-changelog-e-versionamento-semantico
PR alvo: develop (AB#<ID>)
Commits: tipo(escopo): descricao AB#<ID>","","New","mandure-servicos","mandure-servicos\Iteration 3","3","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
